Дата,Телевизия,Предаване,Кандидат,Партия,Линк
2021-10-21,БНТ,БНТ Дебати парламентарни избори,Георги Неделчев,8 - БЪЛГАРСКИ СЪЮЗ ЗА ДИРЕКТНА ДЕМОКРАЦИЯ (БСДД),https://bnt.bg/news/disput-s-uchastieto-na-asen-ivanov-pp-balgarsko-nacionalno-obedinenie-i-georgi-nedelchev-pp-balgarski-sayuz-za-direktna-dem-v305638-299458news.html
2021-10-22,Nova,Твоят ден,Кирил Петков,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://nova.bg/news/view/2021/10/22/343750/%D0%BA%D0%B8%D1%80%D0%B8%D0%BB-%D0%BF%D0%B5%D1%82%D0%BA%D0%BE%D0%B2-%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%B0%D0%B3%D0%B0%D0%BC%D0%B5-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD-%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82-%D1%81%D0%BB%D0%B5%D0%B4-%D1%82%D0%B5%D1%81%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BD%D1%82%D0%B8%D1%82%D0%B5%D0%BB%D0%B0/
2021-10-22,Nova,Денят на живо,Искрен Веселинов,21 -  ВМРО-БНД,https://nova.bg/news/view/2021/10/22/343808/%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B0%D0%B2%D0%B0-%D0%BB%D0%B8-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%D1%82-%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82-%D0%BF%D1%80%D0%B0%D0%B2%D0%B0%D1%82%D0%B0-%D0%BD%D0%B0-%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D0%B8%D1%82%D0%B5/
2021-10-22,Nova,Денят на живо,Георги Ганев,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://nova.bg/news/view/2021/10/22/343810/%D0%BC%D0%BE%D0%B6%D0%B5-%D0%BB%D0%B8-%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%82%D0%B0-%D0%BA%D0%B2%D0%BE%D1%82%D0%B0-%D0%B4%D0%B0-%D0%B8%D0%B7%D0%BC%D0%B5%D1%81%D1%82%D0%B8-%D0%BF%D0%B0%D1%80%D1%82%D0%B8%D0%B9%D0%BD%D0%B8%D1%82%D0%B5-%D0%BA%D0%B0%D0%BD%D0%B4%D0%B8%D0%B4%D0%B0%D1%82%D0%B8/
2021-10-22,БНТ,Панорама,Светослав Витков,14 - ГЛАС НАРОДЕН,https://bnt.bg/news/panorama-22102021-299480news.html
2021-10-22,БНТ,Панорама,Георги Вълчев,4 - КП ПАТРИОТИЧЕН ФРОНТ – НФСБ и БДС РАДИКАЛИ и БНДС ЦЕЛОКУПНА БЪЛГАРИЯ,https://bnt.bg/news/panorama-22102021-299480news.html
2021-10-22,БНТ,Панорама,Георги Неделчев,8 - БЪЛГАРСКИ СЪЮЗ ЗА ДИРЕКТНА ДЕМОКРАЦИЯ (БСДД),https://bnt.bg/news/panorama-22102021-299480news.html
2021-10-22,БНТ,Панорама,Ангел Джамбазки,21 -  ВМРО-БНД,https://bnt.bg/news/panorama-22102021-299480news.html
2021-10-22,БНТ,Панорама,Петър Клисаров,29 - ПРЯКА ДЕМОКРАЦИЯ,https://bnt.bg/news/panorama-22102021-299480news.html
2021-10-22,БНТ,Панорама,Мария Колева,20 - ПРАВОТО,https://bnt.bg/news/panorama-22102021-299480news.html
2021-10-22,БНТ,Още от деня,Джема Грозданова,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://bnt.bg/news/jema-grozdanova-kp-nacionalno-obedinenie-na-desnicata-v305656-299458news.html
2021-10-22,БНТ,Денят започва,Елен Кокалинска,34 - ПП БЪЛГАРСКА ПРОГРЕСИВНА ЛИНИЯ,https://bnt.bg/news/elen-kokalinska-kandidat-za-deputat-ot-balgarska-progresivna-liniya-v305690-299520news.html?fbclid=IwAR0e7kQrzH_AaHtZjNxEUrV4gVDVQF6hJN_louQsgqfcgu2WzBNY1CtcMpA
2021-10-22,bTV,Лице в лице,,,https://btvnovinite.bg/predavania/lice-v-lice/novite-izbori-debat-za-badeshteto-na-energetikata-mezhdu-ivan-hinovski-i-ramadan-atalaj.html
2021-10-22,bTV,Тази сутрин,Светослав Витков,14 - ГЛАС НАРОДЕН,https://btvnovinite.bg/predavania/tazi-sutrin/kakvi-sa-prioritetite-na-svetlyo-vitkov-v-prezidentskata-bitka.html
2021-10-23,Nova,Събуди се,Атанас Атанасов,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://nova.bg/news/view/2021/10/23/343850/%D0%B0%D1%82%D0%B0%D0%BD%D0%B0%D1%81%D0%BE%D0%B2-%D0%B4%D0%B1-%D0%BD%D0%B8%D0%BA%D0%BE%D0%B3%D0%B0-%D0%BD%D0%B5-%D0%B5-%D0%B1%D0%B8%D0%BB%D0%B0-%D1%82%D0%BE%D0%BB%D0%BA%D0%BE%D0%B2%D0%B0-%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D0%B8%D0%B7%D0%B8%D1%80%D0%B0%D0%BD%D0%B0-%D0%BA%D0%BE%D0%BB%D0%BA%D0%BE%D1%82%D0%BE-%D1%81%D0%B5%D0%B3%D0%B0/
2021-10-23,Nova,Офанзива,Иван Димитров,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://nova.bg/news/view/2021/10/23/343884/%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%D1%82%D0%B0-%D0%BD%D0%B0-%D0%B4%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B0-%D0%B1%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D0%B8%D1%8F-%D0%B7%D0%B0-%D1%81%D1%8A%D0%B4%D0%B5%D0%B1%D0%BD%D0%B0%D1%82%D0%B0-%D1%80%D0%B5%D1%84%D0%BE%D1%80%D0%BC%D0%B0/
2021-10-23,Nova,Офанзива,Рамадан Аталай,17 - ДПС,https://nova.bg/news/view/2021/10/23/343886/%D1%80%D0%B0%D0%BC%D0%B0%D0%B4%D0%B0%D0%BD-%D0%B0%D1%82%D0%B0%D0%BB%D0%B0%D0%B9-%D0%BD%D0%B0-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D0%B9%D0%BD%D0%BE-%D0%B1%D0%B5%D0%B4%D0%BD%D0%B8%D1%82%D0%B5-%D0%BD%D0%B5-%D1%82%D1%80%D1%8F%D0%B1%D0%B2%D0%B0-%D0%B4%D0%B0-%D0%B1%D1%8A%D0%B4%D0%B5-%D1%81%D0%BF%D0%B8%D1%80%D0%B0%D0%BD%D0%B0-%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F%D1%82%D0%B0/
2021-10-23,Nova,Офанзива,Антон Тонев,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://nova.bg/news/view/2021/10/23/343887/%D0%BF%D1%80%D0%BE%D0%B4%D1%8A%D0%BB%D0%B6%D0%B0%D0%B2%D0%B0%D0%BC%D0%B5-%D0%BF%D1%80%D0%BE%D0%BC%D1%8F%D0%BD%D0%B0%D1%82%D0%B0-%D1%86%D0%B5%D0%BB%D0%B8-%D0%B8-%D0%BF%D1%80%D0%B8%D0%BE%D1%80%D0%B8%D1%82%D0%B5%D1%82%D0%B8-%D0%BF%D1%80%D0%B5%D0%B4%D0%B8-%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B8%D1%82%D0%B5-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/
2021-10-23,Nova,Офанзива,Румен Гечев,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/23/343889/%D1%80%D1%83%D0%BC%D0%B5%D0%BD-%D0%B3%D0%B5%D1%87%D0%B5%D0%B2-%D0%BF%D1%8A%D1%80%D0%B2%D0%B8%D1%82%D0%B5-200-%D0%BA%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0%D1%82%D1%87%D0%B0%D1%81%D0%B0-%D0%B7%D0%B0-%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D0%BD%D0%BE-%D1%81%D0%BB%D0%B0%D0%B1%D0%B8%D1%82%D0%B5-%D0%B4%D0%B0-%D0%B1%D1%8A%D0%B4%D0%B0%D1%82-%D0%BF%D0%BE%D0%B5%D1%82%D0%B8-%D0%BE%D1%82-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/
2021-10-23,Nova,Офанзива,Даниел Митов,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/23/343890/%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5%D0%BB-%D0%BC%D0%B8%D1%82%D0%BE%D0%B2-%D1%81%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%BE%D1%82%D0%BE-%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE-%D0%B5-%D0%BD%D0%B5%D0%BA%D0%BE%D0%BC%D0%BF%D0%B5%D1%82%D0%B5%D0%BD%D1%82%D0%BD%D0%BE-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/
2021-10-23,БНТ,Още от деня,Александър Томов,10 - БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,https://bnt.bg/news/aleksandar-tomov-kandidat-za-naroden-predstavitel-na-pp-balgarska-socialdemokraciya-evrolevica-v305740-299520news.html
2021-10-23,БНТ,Денят започва с Георги Любенов,Петър Москов,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://bnt.bg/news/petar-moskov-kandidat-za-naroden-predstavitel-ot-nacionalno-obedinenie-na-desnicata-v305764-299552news.html
2021-10-23,БНТ,Денят започва с Георги Любенов,Симеон Славчев,26 - МИР,https://bnt.bg/news/simeon-slavchev-kandidat-za-naroden-predstavitel-ot-pp-mir-v305765-299552news.html
2021-10-23,БНТ,Денят започва с Георги Любенов,Юлиан Ангелов,21 -  ВМРО-БНД,https://bnt.bg/news/yulian-angelov-kandidat-za-naroden-predstavitel-ot-vmro-v305766-299552news.html
2021-10-23,БНТ,Говори сега,Мая Манолова,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://bnt.bg/news/maya-manolova-kandidat-za-deputat-ot-koaliciya-izpravi-se-bg-nie-idvame-v305802-299552news.html
2021-10-23,БНТ,Говори сега,Христо Проданов,33 - БСП ЗА БЪЛГАРИЯ,https://bnt.bg/news/hristo-prodanov-kandidat-za-deputat-ot-bsp-za-balgariya-v305803-299552news.html
2021-10-23,bTV,Тази събота и неделя,Мария Касимова-Моасе,0 - НЕЗАВИСИМ КАНДИДАТ,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-kandidatat-za-viceprezident-marija-kasimova-moase.html
2021-10-23,bTV,Тази събота и неделя,Искра Михайлова,17 - ДПС,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-kandidatat-za-viceprezident-iskra-mihajlova-ot-dps.html
2021-10-23,bTV,Тази събота и неделя,Пламен Данаилов,24 - ИТН,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-kandidat-deputatat-plamen-danailov-ot-itn.html
2021-10-24,bTV,120 Минути,,,https://btvnovinite.bg/predavania/120-minuti/izborite-2-v-1-kandidatprezidentskata-dvojka-lozan-panov-i-marija-kasimova-moase.html
2021-10-24,Nova,Събуди се,,,https://nova.bg/news/view/2021/10/24/343931/%D0%BE%D1%86%D0%B5%D0%BD%D0%BA%D0%B8-%D0%B8-%D1%80%D0%B5%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BA%D0%B0%D0%BA-%D1%81%D0%B5-%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D1%8F%D0%B2%D0%B0-covid-%D0%BA%D1%80%D0%B8%D0%B7%D0%B0%D1%82%D0%B0/
2021-10-24,Nova,Събуди се,Корнелия Нинова,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/24/343932/%D0%BD%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0-%D0%BE%D1%82-%D0%B1%D1%81%D0%BF-%D0%BE%D1%82%D0%B4%D0%B0%D0%B2%D0%BD%D0%B0-%D0%B4%D0%B0%D0%B2%D0%B0%D0%BC%D0%B5-%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F-%D0%B7%D0%B0-%D0%BC%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%82%D0%B0-%D0%BA%D1%80%D0%B8%D0%B7%D0%B0-%D1%83-%D0%BD%D0%B0%D1%81/
2021-10-24,Nova,Събуди се,Десислава Атанасова,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/24/343933/%D0%B4%D0%B5%D1%81%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%B0-%D0%B0%D1%82%D0%B0%D0%BD%D0%B0%D1%81%D0%BE%D0%B2%D0%B0-%D0%B8%D0%BC%D0%B0%D0%BC%D0%B5-%D1%80%D0%B5%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D0%B7%D0%B0-%D0%B1%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D0%B8%D1%8F-%D0%B8-%D0%BC%D0%BE%D0%B6%D0%B5%D0%BC-%D0%B4%D0%B0-%D0%BD%D0%BE%D1%81%D0%B8%D0%BC-%D0%BE%D1%82%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%BD%D0%BE%D1%81%D1%82/
2021-10-24,Nova,На фокус с Лора Крумова,Лозан Панов,0 - НЕЗАВИСИМ КАНДИДАТ,https://nova.bg/news/view/2021/10/24/343963/%D0%BB%D0%BE%D0%B7%D0%B0%D0%BD-%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2-%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D1%81-%D0%BA%D0%BE%D0%BD%D0%BA%D1%83%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D1%82%D0%B5-%D1%81%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%BE%D0%BD%D0%B4%D1%83%D0%BA%D0%BE%D0%B2-2/
2021-10-24,Nova,На фокус с Лора Крумова,Мая Манолова,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://nova.bg/news/view/2021/10/24/343967/%D0%BC%D0%B0%D0%BD%D0%BE%D0%BB%D0%BE%D0%B2%D0%B0-%D0%B4%D0%BE%D0%B9%D0%B4%D0%B5-%D0%B2%D1%80%D0%B5%D0%BC%D0%B5-%D0%B7%D0%B0-%D0%BE%D0%B1%D0%B5%D0%B4%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B5-%D0%B4%D0%B0-%D1%81%D0%B8-%D1%82%D1%8A%D1%80%D1%81%D0%B8%D0%BC-%D0%BA%D1%83%D1%81%D1%83%D1%80%D0%B8%D1%82%D0%B5/
2021-10-24,Nova,На фокус с Лора Крумова,,,https://nova.bg/news/view/2021/10/24/343970/%D0%B9%D0%BE%D1%80%D0%B4%D0%B0%D0%BD-%D1%86%D0%BE%D0%BD%D0%B5%D0%B2-%D0%B8%D0%B7%D0%B4%D0%B8%D0%B3%D0%B0%D0%BD%D0%B5%D1%82%D0%BE-%D0%BD%D0%B0-%D0%BA%D0%B0%D1%80%D0%B0%D0%B4%D0%B0%D0%B9%D1%8A-%D0%B7%D0%B0-%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82-%D0%B5-%D0%B4%D1%8A%D0%BB%D0%B1%D0%BE%D0%BA-%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8-%D1%85%D0%BE%D0%B4/
2021-10-24,Nova,На фокус с Лора Крумова,,,https://nova.bg/news/view/2021/10/24/343968/%D0%B8%D0%B2%D0%B0%D0%B9%D0%BB%D0%BE-%D0%B2%D1%8A%D0%BB%D1%87%D0%B5%D0%B2-%D1%89%D0%B5-%D1%82%D1%8A%D1%80%D1%81%D0%B8%D0%BC-%D0%BE%D0%B1%D1%89%D0%B8-%D0%BF%D1%8A%D1%82%D0%B8%D1%89%D0%B0-%D0%BF%D1%80%D0%B8-%D1%81%D0%BB%D0%B5%D0%B4%D0%B2%D0%B0%D1%89%D0%B8%D1%82%D0%B5-%D1%80%D0%B0%D0%B7%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B8/
2021-10-24,БНТ,Денят започва,,,https://bnt.bg/news/prof-gena-velkovska-kandidat-za-deputat-ot-pp-balgarska-socialdemokraciya-evrolevica-v305902-299591news.html
2021-10-24,БНТ,Денят започва,,,https://bnt.bg/news/ivan-kazakov-kandidat-za-deputat-ot-pp-pryaka-demokraciya-v305906-299591news.html
2021-10-24,БНТ,Денят започва с Георги Любенов,,,https://bnt.bg/news/krasimir-yankov-kandidat-za-naroden-predstavitel-ot-balgarska-progresivna-liniya-v305828-299562news.html
2021-10-24,БНТ,Денят започва с Георги Любенов,,,https://bnt.bg/news/aleksandar-simov-kandidat-za-naroden-predstavitel-ot-bsp-za-balgariya-v305827-299562news.html
2021-10-24,БНТ,Денят започва с Георги Любенов,,,https://bnt.bg/news/antoaneta-coneva-kandidat-za-naroden-predstavitel-ot-demokratichna-balgariya-v305829-299562news.html
2021-10-24,bTV,bTV Дебати президентски избори,Луна Йорданова,0 - НЕЗАВИСИМ КАНДИДАТ,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/parvi-kandidatprezidentski-debat-volen-sirderov-napusna-luna-beshe-izgonena.html
2021-10-24,bTV,bTV Дебати президентски избори,Волен Сидеров,11 - АТАКА,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/parvi-kandidatprezidentski-debat-volen-sirderov-napusna-luna-beshe-izgonena.html
2021-10-24,bTV,bTV Дебати президентски избори,Александър Томов,10 - БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/parvi-kandidatprezidentski-debat-volen-sirderov-napusna-luna-beshe-izgonena.html
2021-10-24,bTV,bTV Дебати президентски избори,Николай Малинов,2 - РУСОФИЛИ ЗА ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/parvi-kandidatprezidentski-debat-volen-sirderov-napusna-luna-beshe-izgonena.html
2021-10-25,Nova,Твоят ден,,,https://nova.bg/news/view/2021/10/25/344021/%D0%B0%D0%BB%D0%B3%D0%B0%D1%84%D0%B0%D1%80%D0%B8-%D0%B3%D0%B5%D1%80%D0%B1-%D1%89%D0%B5-%D0%B4%D0%B0%D0%B4%D0%B5-%D0%B2%D1%8A%D0%B7%D0%BC%D0%BE%D0%B6%D0%BD%D0%BE%D1%81%D1%82-%D0%BD%D0%B0-%D0%BF%D1%80%D0%BE%D1%84-%D0%B3%D0%B5%D1%80%D0%B4%D0%B6%D0%B8%D0%BA%D0%BE%D0%B2-%D0%B4%D0%B0-%D1%81%D1%82%D0%B8%D0%B3%D0%BD%D0%B5-%D0%B4%D0%BE-%D0%B1%D0%B0%D0%BB%D0%BE%D1%82%D0%B0%D0%B6/
2021-10-25,Nova,Твоят ден,,,https://nova.bg/news/view/2021/10/25/344018/%D0%BD%D0%B0%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0-%D0%B9%D0%BE%D1%80%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0-%D0%B4%D0%B1-%D0%BD%D0%B5-%D0%B5-%D0%B2%D1%80%D0%B5%D0%BC%D0%B5-%D0%B7%D0%B0-%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B8-%D0%B0-%D0%B7%D0%B0-%D0%BF%D0%BE%D0%B5%D0%BC%D0%B0%D0%BD%D0%B5-%D0%BD%D0%B0-%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0-%D0%BE%D1%82%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%BD%D0%BE%D1%81%D1%82/
2021-10-25,БНТ,Още от деня,,,https://bnt.bg/news/hristo-dunchev-kandidat-za-naroden-predstavitel-ot-pp-partiya-na-zelenite-v305951-299591news.html
2021-10-25,БНТ,Още от деня,,,https://bnt.bg/news/valeri-simeonov-i-cvetan-manchev-kandidati-za-prezident-i-viceprezident-izdignati-ot-patriotichen-front-v305953-299592news.html
2021-10-25,БНТ,Денят започва,,,https://bnt.bg/news/ivan-kazakov-kandidat-za-deputat-ot-pp-pryaka-demokraciya-v305906-299591news.html
2021-10-25,БНТ,Кандидатите,Георги Георгиев,22 - БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,https://bnt.bg/news/georgi-georgiev-kandidat-za-prezident-ot-pp-balgarsko-nacionalno-obedinenie-v305963-299592news.html
2021-10-25,bTV,Тази сутрин,,,https://btvnovinite.bg/predavania/tazi-sutrin/anastas-gerdzhikov-ako-bada-izbran-za-prezident-shte-sastavim-pravitelstvo.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Александър Сиди,21 -  ВМРО-БНД,https://bnt.bg/news/disput-s-uchastieto-aleksandar-sidi-vmro-bnd-prof-krasimir-stoyanov-pp-pryaka-demokraciya-i-adv-mariya-kolev-pp-pravoto-v305935-299591news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Мария Колева,20 - ПРАВОТО,https://bnt.bg/news/disput-s-uchastieto-aleksandar-sidi-vmro-bnd-prof-krasimir-stoyanov-pp-pryaka-demokraciya-i-adv-mariya-kolev-pp-pravoto-v305935-299591news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Красимир Стоянов,29 - ПРЯКА ДЕМОКРАЦИЯ,https://bnt.bg/news/disput-s-uchastieto-aleksandar-sidi-vmro-bnd-prof-krasimir-stoyanov-pp-pryaka-demokraciya-i-adv-mariya-kolev-pp-pravoto-v305935-299591news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Росен Миленов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/debatat-za-balgariya-v305964-299592news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Жельо Желев,13 - ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ“,https://bnt.bg/news/debatat-za-balgariya-v305964-299592news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Луна Йорданова,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/debatat-za-balgariya-v305964-299592news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Боян Расате,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/debatat-za-balgariya-v305964-299592news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Волен Сидеров,11 - АТАКА,https://bnt.bg/news/disput-s-nikolai-malinov-ot-pp-rusofili-za-vazrazhdane-na-otechestvoto-i-volen-siderov-ot-pp-ataka-v305722-299522news.html
2021-10-25,БНТ,БНТ Дебати парламентарни избори,Николай Малинов,2 - РУСОФИЛИ ЗА ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,https://bnt.bg/news/disput-s-nikolai-malinov-ot-pp-rusofili-za-vazrazhdane-na-otechestvoto-i-volen-siderov-ot-pp-ataka-v305722-299522news.html
2021-10-26,БНТ,Референдум,,,https://bnt.bg/news/vodachi-na-listi-ot-politicheskite-partii-i-koalicii-predstavyat-svoite-idei-i-prioriteti-299615news.html
2021-10-26,БНТ,Кандидатите,Йоло Денев,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/yolo-denev-kandidat-za-prezident-izdignat-ot-iniciativen-komitet-v306048-299637news.html
2021-10-26,БНТ,Още от деня,Александър Томов,10 - БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,https://bnt.bg/news/oshte-ot-denya-aleksandar-tomov-kandidat-za-prezident-ot-pp-balgarska-socialdemokraciya-evrolevica-v306039-299637news.html
2021-10-26,БНТ,Денят започва,Стефан Тафров,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://bnt.bg/news/stefan-tafrov-kandidat-za-deputat-ot-kp-demokratichna-balgariya-obedinenie-v305986-299636news.html
2021-10-26,БНТ,Денят започва,Ирена Анастасова,33 - БСП ЗА БЪЛГАРИЯ,https://bnt.bg/news/irena-anastasova-kandidat-za-deputat-ot-kp-bsp-za-balgariya-v305985-299636news.html
2021-10-26,БНТ,Още от деня,Халил Летифов,17 - ДПС,https://bnt.bg/news/oshte-ot-denya-halil-letifov-zam-predsedatel-na-dps-i-vodach-na-listata-v-stara-zagora-v306038-299636news.html
2021-10-26,БНТ,Денят започва,Валери Симеонов,4 - КП ПАТРИОТИЧЕН ФРОНТ – НФСБ и БДС РАДИКАЛИ и БНДС ЦЕЛОКУПНА БЪЛГАРИЯ,https://bnt.bg/news/valeri-simeonov-kandidat-za-prezident-ot-kp-patriotichen-front-v305987-299637news.html
2021-10-26,Nova,Твоят ден,Цвета Кирилова,0 - НЕЗАВИСИМ КАНДИДАТ,https://nova.bg/news/view/2021/10/26/344132/%D1%86%D0%B2%D0%B5%D1%82%D0%B0-%D0%BA%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0-%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BD%D0%B0%D1%82%D0%B0-%D1%81%D0%B8%D1%82%D1%83%D0%B0%D1%86%D0%B8%D1%8F-%D0%B1%D0%B5%D1%88%D0%B5-%D0%BF%D0%BE%D0%B4%D1%86%D0%B5%D0%BD%D1%8F%D0%B2%D0%B0%D0%BD%D0%B0-%D1%81-%D1%86%D0%B5%D0%BB-%D1%83%D0%B4%D0%B0%D1%80-%D0%BF%D0%BE-%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%86%D0%B8%D0%B8%D1%82%D0%B5/
